host	host_disease	isolation_source	Manual_identified_host	Manual_source_category	Manual_source	Manual_sample
homo sapiens	infected with klebsiella pneumoniae	festering wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	sof-Biopsy infection	finger	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Skin Swab
homo sapiens		finger wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	not collected	finger wound swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	not applicable	fluid surgical wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		foot lesion	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	diabetic foot ulcer	foot ulcer	Hospital-associated	Human Clinical Sample	Endocrine Disorders	Wound Swab
homo sapiens	diabetic foot ulcers	foot ulcer	Hospital-associated	Human Clinical Sample	Endocrine Disorders	Wound Swab
homo sapiens	diabetic foot-ulcer	foot ulcer	Hospital-associated	Human Clinical Sample	Endocrine Disorders	Wound Swab
homo sapiens	invasive disease	foot ulcer	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	missing	foot ulcer	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	staph infection	foot ulcer	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	ulcer	foot ulcer	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	wound infection	foot ulcer	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		foot ulcer	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	foot ulcer of diabetic patient	foot ulcer of a diabetic patient	Hospital-associated	Human Clinical Sample	Endocrine Disorders	Wound Swab
homo sapiens	not collected	foot ulcer swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	foot infection	foot wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	unknown	foot wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	wound infection	foot wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		foot wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	missing	foot wound swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	n.a.	foot wound swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	missing	foot/ankle wound swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	missing	forearm burn	Hospital-associated	Human Clinical Sample	Burns and Soft Tissue Injuries	Wound Swab
homo sapiens	wound infection	forearm wound fluid	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	not collected	forehead wound swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
		from patient with wound infection	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		frottis plaie non opratoire profonde	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		gangrenous lesion	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	infection	gastrostomy secretion	Hospital-associated	Human Clinical Sample	Gastrointestinal Surgeries	Wound Swab
homo sapiens		gastrostomy site swab	Hospital-associated	Human Clinical Sample	Gastrointestinal Surgeries	Wound Swab
homo sapiens	missing	general (wound, abcess, etc.)	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		groin wnd	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	infection	groin wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	wound infection	groin wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		groin wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	missing	groin wound swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		g-tube site	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
not available		hand laceration	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	not collected	hand wound swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	blast injury	hands and beard	Hospital-associated	Human Clinical Sample	Other Injuries	Wound Swab
homo sapiens	unknown	head wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		head wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	missing	head wound swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	wound infection	heel	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	missing	heel ulcer	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		heel ulcer	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		heel wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	not collected	hickmans site swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	missing	hip wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		hip wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	wound	hospital	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	wound infection	hospital	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	wound lesion	hospital patient	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
		human (wound)	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	wound infection	human infected wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		human lesion	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	blast injury	human wound	Hospital-associated	Human Clinical Sample	Other Injuries	Wound Swab
homo sapiens		human wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
		human wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		human wound secretion	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		human wound swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		human wound, 1-yr-old boy, nose, burn	Hospital-associated	Pediatric Clinical Sample	Burns and Soft Tissue Injuries	Wound Swab
homo sapiens	human wound1	human wound1	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	human wound2	human wound2	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	no available	ileostomy site	Hospital-associated	Human Clinical Sample	Gastrointestinal Surgeries	Wound Swab
homo sapiens		ileostomy site	Hospital-associated	Human Clinical Sample	Gastrointestinal Surgeries	Wound Swab
homo sapiens	missing	ileostomy site wound swab	Hospital-associated	Human Clinical Sample	Gastrointestinal Surgeries	Wound Swab
homo sapiens		impetigo lesion	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	not collected	incision	Hospital-associated	Human Clinical Sample	Miscellaneous Surgery Sites	Wound Swab
homo sapiens		incision	Hospital-associated	Human Clinical Sample	Miscellaneous Surgery Sites	Wound Swab
homo sapiens	cerebral trauma sequelae	incision secretion	Hospital-associated	Human Clinical Sample	Head Injury and Traumatic Brain Injury	Wound Swab
homo sapiens	infection	incision secretion	Hospital-associated	Human Clinical Sample	Miscellaneous Surgery Sites	Wound Swab
homo sapiens	skin and soft Biopsy infection	incision secretion	Hospital-associated	Human Clinical Sample	Miscellaneous Surgery Sites	Wound Swab
homo sapiens		incision secretion	Hospital-associated	Human Clinical Sample	Miscellaneous Surgery Sites	Wound Swab
homo sapiens	cre	incision site	Hospital-associated	Human Clinical Sample	Miscellaneous Surgery Sites	Wound Swab
homo sapiens	cre	incision site abdomen	Hospital-associated	Human Clinical Sample	Miscellaneous Surgery Sites	Wound Swab
homo sapiens	cre	incision site unspecified	Hospital-associated	Human Clinical Sample	Miscellaneous Surgery Sites	Wound Swab
homo sapiens	wound infection	infected knee amputation site	Hospital-associated	Human Clinical Sample	Amputations	Wound Swab
homo sapiens	infected surgical wound	infected surgical wound	Hospital-associated	Human Clinical Sample	Miscellaneous Surgery Sites	Wound Swab
homo sapiens	cystic fibrosis	infected wound	Hospital-associated	Human Clinical Sample	Respiratory Infections/Illnesses	Wound Swab
homo sapiens	missing	infected wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	cellulitis with extensive septic thrombophlebitis	infusaport access site	Hospital-associated	Human Clinical Sample	Vascular Disorders	Wound Swab
homo sapiens	acute duodenal ulcer with hemorrhage	inguinal swab	Hospital-associated	Human Clinical Sample	Gastrointestinal Disorders	Inguinal Swab
homo sapiens	skin lesion	insect bite	Hospital-associated	Human Clinical Sample	Animal Bites and Stings	Wound Swab
homo sapiens	not collected	int: skin ulcer	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	not collected	int: wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	pneumonia	intercostal tube site	Hospital-associated	Human Clinical Sample	Respiratory Infections/Illnesses	Wound Swab
homo sapiens		isolate, ulcer	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		isolate, wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	j-tube site infection	j-tube site	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		knee amputation wound	Hospital-associated	Human Clinical Sample	Amputations	Wound Swab
homo sapiens	not collected	knee lesion swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		knee wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	infection in knee	knee wound pus	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Pus
homo sapiens	enterobacter hormaechei	l. foot wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	a. baumannii infection	laparoscopic wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	wound infection	left breast pocket	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		left foot wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	missing	left groin wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		left groin wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		left heel wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	missing	left knee wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	missing	left leg wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		left lower extremity wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	wound infection	left tribial wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		left upper thigh wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	wound	leg	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	wound infection	leg	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	not collected	leg abscess swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Pus
homo sapiens		leg burn	Hospital-associated	Human Clinical Sample	Burns and Soft Tissue Injuries	Wound Swab
homo sapiens		leg ulcer	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	a. baumannii infection	leg wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	invasive disease	leg wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		leg wound	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	not collected	leg wound fluid	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	missing	leg wound swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens	not collected	leg wound swab	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
homo sapiens		lesion	Hospital-associated	Human Clinical Sample	Soft Tissue Infections/Colonization	Wound Swab
